Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,growth_habit,genus_name,species_name,smp_name
LIAR2,NA,Linanthus arenicola (M.E. Jones) Jeps. & V. Bailey,sanddune linanthus,Forb/herb,Linanthus,arenicola,Linanthus_arenicola
LIBE,NA,Linanthus bellus (A. Gray) Greene,desertbeauty,Forb/herb,Linanthus,bellus,Linanthus_bellus
LIBI2,GIBI3,Gilia bigelovii A. Gray,NA,Forb/herb,Gilia,bigelovii,Gilia_bigelovii
LIBI2,NA,Linanthus bigelovii (A. Gray) Greene,Bigelow's linanthus,Forb/herb,Linanthus,bigelovii,Linanthus_bigelovii
LICA36,NA,Linanthus caespitosus (Nutt.) J.M. Porter & L.A. Johnson,mat prickly phlox,Forb/herb,Linanthus,caespitosus,Linanthus_caespitosus
LICA36,LECA6,Leptodactylon caespitosum Nutt.,NA,Forb/herb,Leptodactylon,caespitosum,Leptodactylon_caespitosum
LICA37,NA,Linanthus campanulatus (A. Gray) J.M. Porter & L.A. Johnson,bellshape gilia,Forb/herb,Linanthus,campanulatus,Linanthus_campanulatus
LICA37,GICA2,Gilia campanulata A. Gray,NA,Forb/herb,Gilia,campanulata,Gilia_campanulata
LICO2,NA,Linanthus concinnus Milliken,San Gabriel linanthus,Forb/herb,Linanthus,concinnus,Linanthus_concinnus
LIDE2,NA,Linanthus demissus (A. Gray) Greene,desertsnow,Forb/herb,Linanthus,demissus,Linanthus_demissus
LIDI,NA,Linanthus dianthiflorus (Benth.) Greene,fringed linanthus,Forb/herb,Linanthus,dianthiflorus,Linanthus_dianthiflorus
LIDI,LIDID,Linanthus dianthiflorus (Benth.) Greene ssp. dianthiflorus,NA,Forb/herb,Linanthus,dianthiflorus,Linanthus_dianthiflorus
LIDI,LIDIF,Linanthus dianthiflorus (Benth.) Greene ssp. farinosus (Brand) H. Mason,NA,Forb/herb,Linanthus,dianthiflorus,Linanthus_dianthiflorus
LIDI2,GIDII,Gilia dichotoma (Benth.) Benth. var. integra M.E. Jones,NA,Forb/herb,Gilia,dichotoma,Gilia_dichotoma
LIDI2,LIDID2,Linanthus dichotomus Benth. ssp. dichotomus,NA,Forb/herb,Linanthus,dichotomus,Linanthus_dichotomus
LIDI2,NA,Linanthus dichotomus Benth.,eveningsnow,Forb/herb,Linanthus,dichotomus,Linanthus_dichotomus
LIDI2,GIDI3,Gilia dichotoma (Benth.) Benth.,NA,Forb/herb,Gilia,dichotoma,Gilia_dichotoma
LIDI2,LIDIM,Linanthus dichotomus Benth. ssp. meridianus (Eastw.) H. Mason,NA,Forb/herb,Linanthus,dichotomus,Linanthus_dichotomus
LIFI3,NA,Linanthus filiformis (Parry ex A. Gray) J.M. Porter & L.A. Johnson,yellow gilia,Forb/herb,Linanthus,filiformis,Linanthus_filiformis
LIFI3,GIFI2,Gilia filiformis Parry ex A. Gray,NA,Forb/herb,Gilia,filiformis,Gilia_filiformis
LIGL6,NA,Linanthus glabrum (R. Patt. & Yoder-Will.) J.M. Porter & L.A. Johnson,smooth prickly phlox,Forb/herb,Linanthus,glabrum,Linanthus_glabrum
LIGL6,LEGL6,Leptodactylon glabrum R. Patt. & Yoder-Will.,NA,Forb/herb,Leptodactylon,glabrum,Leptodactylon_glabrum
LIIN10,GIIN5,Gilia inyoensis I.M. Johnst.,NA,Forb/herb,Gilia,inyoensis,Gilia_inyoensis
LIIN10,NA,Linanthus inyoensis (I.M. Johnst.) J.M. Porter & L.A. Johnson,Inyo gilia,Forb/herb,Linanthus,inyoensis,Linanthus_inyoensis
LIJA2,NA,Linanthus jaegeri (Munz) J.M. Porter & L.A. Johnson,San Jacinto prickly phlox,Forb/herb,Linanthus,jaegeri,Linanthus_jaegeri
LIJA2,LEJA2,Leptodactylon jaegeri (Munz) Wherry,NA,Forb/herb,Leptodactylon,jaegeri,Leptodactylon_jaegeri
LIJO,NA,Linanthus jonesii (A. Gray) Greene,Jones' linanthus,Forb/herb,Linanthus,jonesii,Linanthus_jonesii
LIJO,LIBIJ,Linanthus bigelovii (A. Gray) Greene var. jonesii (A. Gray) Jeps. & H. Mason,NA,Forb/herb,Linanthus,bigelovii,Linanthus_bigelovii
LIKI,NA,Linanthus killipii H. Mason,Baldwin Lake linanthus,Forb/herb,Linanthus,killipii,Linanthus_killipii
LIMA2,GIMA2,Gilia maculata Parish,NA,Forb/herb,Gilia,maculata,Gilia_maculata
LIMA2,NA,Linanthus maculatus (Parish) Milliken,San Bernardino Mountain gilia,Forb/herb,Linanthus,maculatus,Linanthus_maculatus
LIOR,LIPA13,Linanthus pacificus Milliken,NA,Forb/herb,Linanthus,pacificus,Linanthus_pacificus
LIOR,NA,Linanthus orcuttii (Parry & A. Gray) Jeps.,Orcutt's linanthus,Forb/herb,Linanthus,orcuttii,Linanthus_orcuttii
LIOR,LIORP2,Linanthus orcuttii (Parry & A. Gray) Jeps. ssp. pacificus (Milliken) H. Mason,NA,Forb/herb,Linanthus,orcuttii,Linanthus_orcuttii
LIPA4,NA,Linanthus parryae (A. Gray) Greene,sandblossoms,Forb/herb,Linanthus,parryae,Linanthus_parryae
LIPU11,GIHA3,Gilia hallii Parish,NA,Forb/herb,Gilia,hallii,Gilia_hallii
LIPU11,NA,Linanthus pungens (Torr.) J.M. Porter & L.A. Johnson,granite prickly phlox,Forb/herb,Linanthus,pungens,Linanthus_pungens
LIPU11,LEPUE,Leptodactylon pungens (Torr.) Torr. ex Nutt. ssp. eupungens (Brand) Wherry,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,LEPU,Leptodactylon pungens (Torr.) Torr. ex Nutt.,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,GIPU4,Gilia pungens (Torr.) Benth.,NA,Forb/herb,Gilia,pungens,Gilia_pungens
LIPU11,GIPUH,Gilia pungens (Torr.) Benth. var. hookeri (Douglas ex Hook.) A. Gray,NA,Forb/herb,Gilia,pungens,Gilia_pungens
LIPU11,LEPUP,Leptodactylon pungens (Torr.) Torr. ex Nutt. ssp. pulchriflorum (Brand) H. Mason,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,LEPUH,Leptodactylon pungens (Torr.) Torr. ex Nutt. ssp. hallii (Parish) H. Mason,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,LEHA5,Leptodactylon hazeliae M. Peck,NA,Forb/herb,Leptodactylon,hazeliae,Leptodactylon_hazeliae
LIPU11,LELI4,Leptodactylon lilacinum Greene ex Brank,NA,Forb/herb,Leptodactylon,lilacinum,Leptodactylon_lilacinum
LIPU11,LEPUB,Leptodactylon pungens (Torr.) Torr. ex Nutt. ssp. brevifolium (Rydb.) Wherry,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,LEPUH2,Leptodactylon pungens (Torr.) Torr. ex Nutt. ssp. hookeri (Douglas ex Hook.) Wherry,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,LEPUH4,Leptodactylon pungens (Torr.) Torr. ex Nutt. var. hallii (Parish) Jeps.,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,LEPUS,Leptodactylon pungens (Torr.) Torr. ex Nutt. ssp. squarrosum (A. Gray) Tidestr.,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,LEPUH3,Leptodactylon pungens (Torr.) Torr. ex Nutt. ssp. hazeliae (M. Peck) R.J. Meinke,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIPU11,LEPUH5,Leptodactylon pungens (Torr.) Torr. ex Nutt. var. hookeri (Douglas ex Hook.) Jeps.,NA,Forb/herb,Leptodactylon,pungens,Leptodactylon_pungens
LIWA4,LEWA,Leptodactylon watsonii (A. Gray) Rydb.,NA,Forb/herb,Leptodactylon,watsonii,Leptodactylon_watsonii
LIWA4,NA,Linanthus watsonii (A. Gray) J.M. Porter & L.A. Johnson,Watson's prickly phlox,Forb/herb,Linanthus,watsonii,Linanthus_watsonii
LIAE2,NA,Linaria aeruginea (Gouan) Cav.,roadside toadflax,Forb/herb,Linaria,aeruginea,Linaria_aeruginea
LIAN10,LIIT,Linaria italica Trevir.,NA,Forb/herb,Linaria,italica,Linaria_italica
LIAN10,NA,Linaria angustissima (Loisel.) Borbás [excluded],Italian toadflax,Forb/herb,Linaria,angustissima,Linaria_angustissima
LIBI3,NA,Linaria bipartita (Vent.) Willd.,clovenlip toadflax,Forb/herb,Linaria,bipartita,Linaria_bipartita
LIDA,NA,Linaria dalmatica (L.) Mill.,Dalmatian toadflax,Forb/herb,Linaria,dalmatica,Linaria_dalmatica
LIDAD,LIJA3,Linaria jattae Palanza,NA,Forb/herb,Linaria,jattae,Linaria_jattae
LIDAD,LIGED,Linaria genistifolia (L.) Mill. ssp. dalmatica (L.) Maire & Petitm.,NA,Forb/herb,Linaria,genistifolia,Linaria_genistifolia
LIDAD,NA,Linaria dalmatica (L.) Mill. ssp. dalmatica,Dalmatian toadflax,Forb/herb,Linaria,dalmatica,Linaria_dalmatica
LIDAM,LIDAM2,Linaria dalmatica (L.) Mill. var. macedonica (Griseb.) Vandas,NA,Forb/herb,Linaria,dalmatica,Linaria_dalmatica
LIDAM,NA,Linaria dalmatica (L.) Mill. ssp. macedonica (Griseb.) D.A. Sutton,Dalmatian toadflax,Forb/herb,Linaria,dalmatica,Linaria_dalmatica
LIDAM,LIMA11,Linaria macedonica Griseb.,NA,Forb/herb,Linaria,macedonica,Linaria_macedonica
LIGE,NA,Linaria genistifolia (L.) Mill.,broomleaf toadflax,Forb/herb,Linaria,genistifolia,Linaria_genistifolia
LIIN3,NA,Linaria incarnata (Vent.) Spreng.,crimson toadflax,Forb/herb,Linaria,incarnata,Linaria_incarnata
LIMA3,NA,Linaria maroccana Hook. f.,Moroccan toadflax,Forb/herb,Linaria,maroccana,Linaria_maroccana
LIPI3,NA,Linaria pinifolia (Poir.) Thell.,pineneedle toadflax,Forb/herb,Linaria,pinifolia,Linaria_pinifolia
LIPU3,NA,Linaria purpurea (L.) Mill.,purple toadflax,Forb/herb,Linaria,purpurea,Linaria_purpurea
LIRE3,NA,Linaria repens (L.) Mill.,striped toadflax,Forb/herb,Linaria,repens,Linaria_repens
LIRE8,NA,Linaria reticulata (Sm.) Desf.,purplenet toadflax,Forb/herb,Linaria,reticulata,Linaria_reticulata
LISE5,NA,Linaria ×sepium Allman [repens × vulgaris],toadflax,Forb/herb,Linaria,×sepium,Linaria_×sepium
LISP5,NA,Linaria spartea (L.) Chaz.,ballast toadflax,Forb/herb,Linaria,spartea,Linaria_spartea
LISU3,NA,Linaria supina (L.) Chaz.,lesser butter and eggs,Forb/herb,Linaria,supina,Linaria_supina
LIVU2,LILI6,"Linaria linaria (L.) Karst., nom. inval.",NA,Forb/herb,Linaria,linaria,Linaria_linaria
LIVU2,NA,Linaria vulgaris Mill.,butter and eggs,Forb/herb,Linaria,vulgaris,Linaria_vulgaris
LIAN5,NA,Lindernia antipoda (L.) Alston,sparrow false pimpernel,Forb/herb,Lindernia,antipoda,Lindernia_antipoda
LIAN5,RUAN6,Ruellia antipoda L.,NA,Forb/herb,Ruellia,antipoda,Ruellia_antipoda
LICI4,NA,Lindernia ciliata (Colsmann) Pennell,fringed false pimpernel,Forb/herb,Lindernia,ciliata,Lindernia_ciliata
LICR,LICRS,Lindernia crustacea (L.) F. Muell. var. smithii O. Deg. & Ruhle,NA,Forb/herb,Lindernia,crustacea,Lindernia_crustacea
LICR,NA,Lindernia crustacea (L.) F. Muell.,Malaysian false pimpernel,Forb/herb,Lindernia,crustacea,Lindernia_crustacea
LICR,CACR21,Capraria crustacea L.,NA,Forb/herb,Capraria,crustacea,Capraria_crustacea
LICR,TOCR,Torenia crustacea (L.) Cham. & Schltdl.,NA,Forb/herb,Torenia,crustacea,Torenia_crustacea
LIDI4,VADI3,Vandellia diffusa L.,NA,Forb/herb,Vandellia,diffusa,Vandellia_diffusa
LIDI4,NA,Lindernia diffusa (L.) Wettst.,spreading false pimpernel,Forb/herb,Lindernia,diffusa,Lindernia_diffusa
LIDU,NA,Lindernia dubia (L.) Pennell,yellowseed false pimpernel,Forb/herb,Lindernia,dubia,Lindernia_dubia
LIDUA,LIAN2,Lindernia anagallidea (Michx.) Pennell,NA,Forb/herb,Lindernia,anagallidea,Lindernia_anagallidea
LIDUA,ILIN,Ilysanthes inequalis (Walter) Pennell,NA,Forb/herb,Ilysanthes,inequalis,Ilysanthes_inequalis
LIDUA,NA,Lindernia dubia (L.) Pennell var. anagallidea (Michx.) Cooperr.,yellowseed false pimpernel,Forb/herb,Lindernia,dubia,Lindernia_dubia
LIDUA,ILAN3,Ilysanthes anagallidea (Michx.) B.L. Rob.,NA,Forb/herb,Ilysanthes,anagallidea,Ilysanthes_anagallidea
LIDUD,GRDU,Gratiola dubia L.,NA,Forb/herb,Gratiola,dubia,Gratiola_dubia
LIDUD,LIDUM,Lindernia dubia (L.) Pennell var. major (Pursh) Pennell,NA,Forb/herb,Lindernia,dubia,Lindernia_dubia
LIDUD,ILAT3,Ilysanthes attenuata (Spreng.) Small,NA,Forb/herb,Ilysanthes,attenuata,Ilysanthes_attenuata
LIDUD,NA,Lindernia dubia (L.) Pennell var. dubia,yellowseed false pimpernel,Forb/herb,Lindernia,dubia,Lindernia_dubia
LIDUD,ILDU,Ilysanthes dubia (L.) Barnhart,NA,Forb/herb,Ilysanthes,dubia,Ilysanthes_dubia
LIDUD,LIPR2,Lindernia procumbens auct. non (Knock.) Borb.,NA,Forb/herb,Lindernia,procumbens,Lindernia_procumbens
LIDUD,LIDUR,Lindernia dubia (L.) Pennell var. riparia (Raf.) Fernald,NA,Forb/herb,Lindernia,dubia,Lindernia_dubia
LIDUD,LIDUI,Lindernia dubia (L.) Pennell var. inundata (Pennell) Pennell,NA,Forb/herb,Lindernia,dubia,Lindernia_dubia
LIDUD,LIPY3,"Lindernia pyxidaria sensu Pennell, non L.",NA,Forb/herb,Lindernia,pyxidaria,Lindernia_pyxidaria
LIDUD,LIDUT,Lindernia dubia (L.) Pennell var. typica Pennell,NA,Forb/herb,Lindernia,dubia,Lindernia_dubia
LIGR8,NA,Lindernia grandiflora Nutt.,savannah false pimpernel,Forb/herb,Lindernia,grandiflora,Lindernia_grandiflora
LIGR8,ILGR2,Ilysanthes grandiflora (Nutt.) Benth.,NA,Forb/herb,Ilysanthes,grandiflora,Ilysanthes_grandiflora
LIMO3,ILMO2,Ilysanthes monticola (Muhl. ex Nutt.) Raf.,NA,Forb/herb,Ilysanthes,monticola,Ilysanthes_monticola
LIMO3,LISA3,Lindernia saxicola M.A. Curtis,NA,Forb/herb,Lindernia,saxicola,Lindernia_saxicola
LIMO3,ILSA,Ilysanthes saxicola (M.A. Curtis) Chapm.,NA,Forb/herb,Ilysanthes,saxicola,Ilysanthes_saxicola
LIMO3,NA,Lindernia monticola Muhl. ex Nutt.,piedmont false pimpernel,Forb/herb,Lindernia,monticola,Lindernia_monticola
LIPR5,NA,Lindernia procumbens (Knock.) Borb.,prostrate false pimpernel,Forb/herb,Lindernia,procumbens,Lindernia_procumbens
LIVI9,NA,Lindernia viscosa (Hornem.) Merr.,sticky false pimpernel,Forb/herb,Lindernia,viscosa,Lindernia_viscosa
LITE3,NA,Lindheimera texana A. Gray & Engelm.,Texas yellowstar,Forb/herb,Lindheimera,texana,Lindheimera_texana
LIEN,NA,Lindsaea ensifolia Sw.,graceful necklace fern,Forb/herb,Lindsaea,ensifolia,Lindsaea_ensifolia
LILA3,NA,Lindsaea lancea (L.) Bedd.,woodland necklace fern,Forb/herb,Lindsaea,lancea,Lindsaea_lancea
LILO6,NA,Lindsaea lobata Poir.,lobed necklace fern,Forb/herb,Lindsaea,lobata,Lindsaea_lobata
LILU4,NA,Lindsaea lucida Blume,shiny necklace fern,Forb/herb,Lindsaea,lucida,Lindsaea_lucida
LIOB6,NA,Lindsaea obtusa J. Sm. ex Hook.,necklace fern,Forb/herb,Lindsaea,obtusa,Lindsaea_obtusa
LIPO2,NA,Lindsaea portoricensis Desv.,Puerto Rico necklace fern,Forb/herb,Lindsaea,portoricensis,Lindsaea_portoricensis
LIPR7,NA,Lindsaea propinqua Hook.,necklace fern,Forb/herb,Lindsaea,propinqua,Lindsaea_propinqua
LIQU,NA,Lindsaea quadrangularis Raddi,mountain necklace fern,Forb/herb,Lindsaea,quadrangularis,Lindsaea_quadrangularis
LIQUA,NA,Lindsaea quadrangularis Raddi ssp. antillensis Kramer,mountain necklace fern,Forb/herb,Lindsaea,quadrangularis,Lindsaea_quadrangularis
LIQUA,LIMO8,Lindsaea montana Fée,NA,Forb/herb,Lindsaea,montana,Lindsaea_montana
LIRE2,NA,Lindsaea repens (Bory) Thwaites,creeping necklace fern,Forb/herb,Lindsaea,repens,Lindsaea_repens
LIREL,NA,Lindsaea repens (Bory) Thwaites var. lingulata K.U. Kramer,NA,Forb/herb,Lindsaea,repens,Lindsaea_repens
LIREM,NA,Lindsaea repens (Bory) Thwaites var. macraeana (Hook. & Arn.) Mett. ex Kuhn,creeping necklace fern,Forb/herb,Lindsaea,repens,Lindsaea_repens
LIREP,NA,Lindsaea repens (Bory) Thwaites var. pectinata (Blume) Mett. ex Kuhn,necklace fern,Forb/herb,Lindsaea,repens,Lindsaea_repens
LIST3,NA,Lindsaea stricta (Sw.) Dryand. ex Sm.,smallstalk necklace fern,Forb/herb,Lindsaea,stricta,Lindsaea_stricta
LISTJ,NA,Lindsaea stricta (Sw.) Dryand. ex Sm. var. jamesoniiformis Kramer,smallstalk necklace fern,Forb/herb,Lindsaea,stricta,Lindsaea_stricta
LITE13,NA,Lindsaea tetragona K.U. Kramer,necklace fern,Forb/herb,Lindsaea,tetragona,Lindsaea_tetragona
LIWA5,SCWA2,Schizolegnia walkerae (Hook.) Alston,NA,Forb/herb,Schizolegnia,walkerae,Schizolegnia_walkerae
LIWA5,NA,Lindsaea walkerae Hook.,Walker's necklace fern,Forb/herb,Lindsaea,walkerae,Lindsaea_walkerae
LIFL8,NA,×Lindsaeosoria flynnii W.H. Wagner [Lindsaea ensifolia × Odontosoria chinensis],lindsaeosoria,Forb/herb,×Lindsaeosoria,flynnii,×Lindsaeosoria_flynnii
LIBO3,NA,Linnaea borealis L.,twinflower,Forb/herb,Linnaea,borealis,Linnaea_borealis
LIBOA,NA,Linnaea borealis L. ssp. americana (Forbes) Hultén ex R.T. Clausen,twinflower,Forb/herb,Linnaea,borealis,Linnaea_borealis
LIBOA,LIAM5,Linnaea americana Forbes,NA,Forb/herb,Linnaea,americana,Linnaea_americana
LIBOA,LIBOA2,Linnaea borealis L. var. americana (Forbes) Rehder,NA,Forb/herb,Linnaea,borealis,Linnaea_borealis
LIBOB,NA,Linnaea borealis L. ssp. borealis,twinflower,Forb/herb,Linnaea,borealis,Linnaea_borealis
LIBOL2,LIBOL,Linnaea borealis L. var. longiflora Torr.,NA,Forb/herb,Linnaea,borealis,Linnaea_borealis
LIBOL2,NA,Linnaea borealis L. ssp. longiflora (Torr.) Hultén,longtube twinflower,Forb/herb,Linnaea,borealis,Linnaea_borealis
LIAL2,CAAL24,Cathartolinum alatum Small,NA,Forb/herb,Cathartolinum,alatum,Cathartolinum_alatum
LIAL2,NA,Linum alatum (Small) Winkl.,winged flax,Forb/herb,Linum,alatum,Linum_alatum
LIAL2,MEAL11,Mesynium alatum (Small) W.A. Weber,NA,Forb/herb,Mesynium,alatum,Mesynium_alatum
LIAR5,NA,Linum arenicola (Small) Winkl.,sand flax,Forb/herb,Linum,arenicola,Linum_arenicola
LIAR5,CAAR23,Cathartolinum arenicola Small,NA,Forb/herb,Cathartolinum,arenicola,Cathartolinum_arenicola
LIAR3,NA,Linum aristatum Engelm.,bristle flax,Forb/herb,Linum,aristatum,Linum_aristatum
LIAR3,CAAR40,Cathartolinum aristatum (Engelm.) Small,NA,Forb/herb,Cathartolinum,aristatum,Cathartolinum_aristatum
LIAR3,MEAR9,Mesynium aristatum (Engelm.) W.A. Weber,NA,Forb/herb,Mesynium,aristatum,Mesynium_aristatum
LIAU4,NA,Linum australe A. Heller,southern flax,Forb/herb,Linum,australe,Linum_australe
LIAUA,LIARA2,Linum aristatum Engelm. var. australe (A. Heller) Kearney & Peebles,NA,Forb/herb,Linum,aristatum,Linum_aristatum
LIAUA,NA,Linum australe A. Heller var. australe,southern flax,Forb/herb,Linum,australe,Linum_australe
LIAUA,CAAU12,Cathartolinum australe (A. Heller) Small,NA,Forb/herb,Cathartolinum,australe,Cathartolinum_australe
LIAUA,MEAU2,Mesynium australe (A. Heller) W.A. Weber,NA,Forb/herb,Mesynium,australe,Mesynium_australe
LIAUG,MEAUG,Mesynium australe (A. Heller) W.A. Weber ssp. glandulosum (C.M. Rogers) W.A. Weber,NA,Forb/herb,Mesynium,australe,Mesynium_australe
LIAUG,NA,Linum australe A. Heller var. glandulosum C.M. Rogers,southern flax,Forb/herb,Linum,australe,Linum_australe
LIAU5,LIPEA,Linum perenne L. var. austriacum (L.) Schiede,NA,Forb/herb,Linum,perenne,Linum_perenne
LIAU5,NA,Linum austriacum L.,Asian flax,Forb/herb,Linum,austriacum,Linum_austriacum
LIBE2,NA,Linum berlandieri Hook.,Berlandier's yellow flax,Forb/herb,Linum,berlandieri,Linum_berlandieri
LIBEB2,CABE10,Cathartolinum berlandieri (Hook.) Small,NA,Forb/herb,Cathartolinum,berlandieri,Cathartolinum_berlandieri
LIBEB2,CASA16,Cathartolinum sanctum (Small) Small,NA,Forb/herb,Cathartolinum,sanctum,Cathartolinum_sanctum
LIBEB2,NA,Linum berlandieri Hook. var. berlandieri,Berlandier's yellow flax,Forb/herb,Linum,berlandieri,Linum_berlandieri
LIBEB2,LIRIB,Linum rigidum Pursh var. berlandieri (Hook.) Torr. & A. Gray,NA,Forb/herb,Linum,rigidum,Linum_rigidum
LIBEB2,LISA4,Linum sanctum Small,NA,Forb/herb,Linum,sanctum,Linum_sanctum
LIBEF,NA,Linum berlandieri Hook. var. filifolium (Shinners) C.M. Rogers,Berlandier's yellow flax,Forb/herb,Linum,berlandieri,Linum_berlandieri
LIBEF,LIRIF,Linum rigidum Pursh var. filifolium Shinners,NA,Forb/herb,Linum,rigidum,Linum_rigidum
LIBI5,LIAN8,Linum angustifolium Huds.,NA,Forb/herb,Linum,angustifolium,Linum_angustifolium
LIBI5,NA,Linum bienne Mill.,pale flax,Forb/herb,Linum,bienne,Linum_bienne
LICA14,NA,Linum carteri Small,Carter's flax,Forb/herb,Linum,carteri,Linum_carteri
LICAC3,CACA53,Cathartolinum carteri (Small) Small,NA,Forb/herb,Cathartolinum,carteri,Cathartolinum_carteri
LICAC3,NA,Linum carteri Small var. carteri,Carter's flax,Forb/herb,Linum,carteri,Linum_carteri
LICAC3,LIRIC2,Linum rigidum Pursh var. carteri (Small) C.M. Rogers,NA,Forb/herb,Linum,rigidum,Linum_rigidum
LICAS,NA,Linum carteri Small var. smallii C.M. Rogers,Small's flax,Forb/herb,Linum,carteri,Linum_carteri
LICA9,NA,Linum catharticum L.,fairy flax,Forb/herb,Linum,catharticum,Linum_catharticum
LICA9,CACA55,Cathartolinum catharticum (L.) Small,NA,Forb/herb,Cathartolinum,catharticum,Cathartolinum_catharticum
LICO3,CACO46,Cathartolinum compactum (A. Nelson) Small,NA,Forb/herb,Cathartolinum,compactum,Cathartolinum_compactum
LICO3,NA,Linum compactum A. Nelson,Wyoming flax,Forb/herb,Linum,compactum,Linum_compactum
LICO3,LIRIC,Linum rigidum Pursh var. compactum (A. Nelson) C.M. Rogers,NA,Forb/herb,Linum,rigidum,Linum_rigidum
LIEL3,NA,Linum elongatum (Small) Winkl.,Laredo flax,Forb/herb,Linum,elongatum,Linum_elongatum
LIEL3,CAEL12,Cathartolinum elongatum Small,NA,Forb/herb,Cathartolinum,elongatum,Cathartolinum_elongatum
LIFL,NA,Linum floridanum (Planch.) Trel.,Florida yellow flax,Forb/herb,Linum,floridanum,Linum_floridanum
LIFLC,NA,Linum floridanum (Planch.) Trel. var. chrysocarpum C.M. Rogers,Florida yellow flax,Forb/herb,Linum,floridanum,Linum_floridanum
LIFLF2,LIVIF,Linum virginianum L. var. floridanum Planch.,NA,Forb/herb,Linum,virginianum,Linum_virginianum
LIFLF2,CAFL29,Cathartolinum floridanum (Planch.) Small,NA,Forb/herb,Cathartolinum,floridanum,Cathartolinum_floridanum
LIFLF2,NA,Linum floridanum (Planch.) Trel. var. floridanum,Florida yellow flax,Forb/herb,Linum,floridanum,Linum_floridanum
LIFLF2,CAMA26,Cathartolinum macrosepalum Small,NA,Forb/herb,Cathartolinum,macrosepalum,Cathartolinum_macrosepalum
LIGR4,NA,Linum grandiflorum Desf.,flowering flax,Forb/herb,Linum,grandiflorum,Linum_grandiflorum
LIGR4,ADGR,Adenolinum grandiflorum (Desf.) W.A. Weber,NA,Forb/herb,Adenolinum,grandiflorum,Adenolinum_grandiflorum
LIGR4,LIGRR2,Linum grandiflorum Desf. var. rubrum hort.,NA,Forb/herb,Linum,grandiflorum,Linum_grandiflorum
LIHU2,MEHU4,Mesynium hudsonioides (Planch.) W.A. Weber,NA,Forb/herb,Mesynium,hudsonioides,Mesynium_hudsonioides
LIHU2,NA,Linum hudsonioides Planch.,Texas flax,Forb/herb,Linum,hudsonioides,Linum_hudsonioides
LIHU2,CECL,Cerastium clawsonii Correll,NA,Forb/herb,Cerastium,clawsonii,Cerastium_clawsonii
LIIM,MEIM2,Mesynium imbricatum (Raf.) W.A. Weber,NA,Forb/herb,Mesynium,imbricatum,Mesynium_imbricatum
LIIM,NA,Linum imbricatum (Raf.) Shinners,tufted flax,Forb/herb,Linum,imbricatum,Linum_imbricatum
LIIM,CAMU17,Cathartolinum multicaule (Hook.) Small,NA,Forb/herb,Cathartolinum,multicaule,Cathartolinum_multicaule
LIIM,NEIM,Nezera imbricata Raf.,NA,Forb/herb,Nezera,imbricata,Nezera_imbricata
LIIN,CAIN34,Cathartolinum intercursum (E.P. Bicknell) Small,NA,Forb/herb,Cathartolinum,intercursum,Cathartolinum_intercursum
LIIN,NA,Linum intercursum E.P. Bicknell,sandplain flax,Forb/herb,Linum,intercursum,Linum_intercursum
LIKI2,LIKIP,Linum kingii S. Watson var. pinetorum M.E. Jones,NA,Forb/herb,Linum,kingii,Linum_kingii
LIKI2,CAKI2,Cathartolinum kingii (S. Watson) Small,NA,Forb/herb,Cathartolinum,kingii,Cathartolinum_kingii
LIKI2,NA,Linum kingii S. Watson,King's flax,Forb/herb,Linum,kingii,Linum_kingii
LIKI2,CASE25,Cathartolinum sedoides (Porter) Small,NA,Forb/herb,Cathartolinum,sedoides,Cathartolinum_sedoides
LIKI2,LIKIS2,Linum kingii S. Watson var. sedoides Porter,NA,Forb/herb,Linum,kingii,Linum_kingii
LIKI2,MEKI2,Mesyniopsis kingii (S. Watson) W.A. Weber,NA,Forb/herb,Mesyniopsis,kingii,Mesyniopsis_kingii
LILE3,NA,Linum lewisii Pursh,Lewis flax,Forb/herb,Linum,lewisii,Linum_lewisii
LILEA,NA,Linum lewisii Pursh var. alpicola Jeps.,prairie flax,Forb/herb,Linum,lewisii,Linum_lewisii
